customer_id,last_purchase_date,frequency,monetary,recency,R_score,F_score,M_score,RFM_score,segment
14906,2010-09-20 16:30:00,1,205.32,445,1,1,1,111,Lost
14907,2011-12-06 14:14:00,16,18497.37,3,5,5,5,555,Champions
14908,2011-09-26 12:56:00,2,1145.7,74,3,2,2,322,Others
14909,2010-09-28 16:56:00,3,4214.04,437,1,3,4,134,At Risk
14910,2011-12-07 10:06:00,4,1303.05,3,5,3,2,532,Loyal Customers
14911,2011-12-08 15:54:00,398,887917.89,1,5,5,5,555,Champions
14912,2011-11-23 09:20:00,6,5667.75,17,5,4,4,544,Champions
14913,2011-11-04 08:29:00,8,12219.39,36,4,4,5,445,Champions
14915,2011-09-09 13:34:00,11,5433.75,91,3,5,4,354,Loyal Customers
14916,2011-09-30 09:20:00,8,9128.85,71,3,4,5,345,Loyal Customers
14917,2010-04-22 11:28:00,2,3371.25,597,1,2,3,123,Lost
14918,2011-08-16 11:50:00,9,17867.43,116,3,5,5,355,Loyal Customers
14919,2010-06-18 13:06:00,1,1078.05,539,1,1,2,112,Lost
14920,2011-05-11 10:32:00,3,4821.51,213,2,3,4,234,At Risk
14921,2011-11-09 13:17:00,2,3948.21,30,4,2,4,424,New Customers
14922,2010-11-11 11:14:00,2,2531.22,394,2,2,3,223,Lost
14923,2011-10-20 11:51:00,1,2247.3,51,4,1,3,413,New Customers
14924,2011-04-08 09:25:00,3,2793.03,246,2,3,3,233,At Risk
14926,2010-11-23 07:13:00,2,1078.2,382,2,2,2,222,Lost
14927,2010-11-08 12:30:00,1,924.6,397,2,1,2,212,Lost
14928,2010-03-22 09:14:00,1,671.73,628,1,1,1,111,Lost
14929,2011-11-07 17:21:00,2,2510.07,32,4,2,3,423,New Customers
14930,2011-08-23 10:31:00,6,15739.89,109,3,4,5,345,Loyal Customers
14931,2011-12-05 10:19:00,5,3773.04,5,5,4,4,544,Champions
14932,2010-12-09 11:48:00,2,3088.98,366,2,2,3,223,Lost
14933,2010-09-22 10:47:00,4,5310.0,444,1,3,4,134,At Risk
14934,2011-09-19 10:10:00,5,10510.5,82,3,4,5,345,Loyal Customers
14935,2011-02-15 14:44:00,2,8549.49,297,2,2,4,224,Lost
14936,2011-11-06 10:30:00,12,37232.43,34,4,5,5,455,Champions
14937,2011-10-14 12:29:00,3,4865.64,57,4,3,4,434,Loyal Customers
14938,2010-05-26 13:38:00,2,6967.29,562,1,2,4,124,Lost
14940,2010-10-18 10:47:00,2,1594.47,418,1,2,2,122,Lost
14941,2010-05-10 11:30:00,1,546.3,579,1,1,1,111,Lost
14942,2010-11-03 10:51:00,4,2239.68,402,2,3,3,233,At Risk
14943,2010-02-14 16:04:00,1,322.86,663,1,1,1,111,Lost
14944,2011-11-10 09:10:00,19,29354.01,30,4,5,5,455,Champions
14945,2010-10-22 11:26:00,1,538.2,414,1,1,1,111,Lost
14946,2011-11-25 13:33:00,1,302.7,14,5,1,1,511,New Customers
14947,2011-09-28 15:48:00,6,3149.37,72,3,4,3,343,Loyal Customers
14948,2011-11-16 17:16:00,6,3305.91,23,4,4,3,443,Loyal Customers
14949,2010-08-27 15:38:00,4,1545.0,469,1,3,2,132,Others
14950,2011-11-20 13:48:00,1,1113.6,19,5,1,2,512,New Customers
14951,2011-09-21 15:15:00,1,935.07,79,3,1,2,312,Others
14952,2011-10-11 10:33:00,32,52888.05,60,3,5,5,355,Loyal Customers
14953,2011-11-14 14:59:00,4,3041.31,25,4,3,3,433,Loyal Customers
14954,2011-11-27 14:30:00,2,1510.32,12,5,2,2,522,New Customers
14955,2009-12-07 11:35:00,1,491.31,733,1,1,1,111,Lost
14956,2010-10-14 16:40:00,1,3975.0,421,1,1,4,114,Lost
14957,2011-03-31 17:59:00,2,999.87,253,2,2,2,222,Lost
14958,2011-07-15 14:20:00,6,2873.82,147,3,4,3,343,Loyal Customers
14959,2011-10-06 18:23:00,4,2086.26,64,3,3,3,333,Loyal Customers
14960,2011-12-01 12:54:00,2,663.81,8,5,2,1,521,New Customers
14961,2011-11-29 09:42:00,22,49230.45,11,5,5,5,555,Champions
14962,2011-03-14 09:42:00,4,1100.73,271,2,3,2,232,Others
14963,2011-11-30 12:16:00,12,9493.44,10,5,5,5,555,Champions
14964,2011-04-06 14:13:00,1,618.63,247,2,1,1,211,Lost
14965,2011-09-04 13:20:00,2,1797.0,96,3,2,2,322,Others
14966,2011-11-25 12:20:00,6,3347.52,15,5,4,3,543,Loyal Customers
14967,2011-10-21 11:06:00,6,5947.83,50,4,4,4,444,Champions
14968,2011-11-09 13:58:00,2,1514.97,30,4,2,2,422,New Customers
14969,2010-01-05 12:43:00,1,2718.69,704,1,1,3,113,Lost
14970,2011-10-02 13:44:00,12,14758.05,68,3,5,5,355,Loyal Customers
14971,2011-11-04 17:07:00,3,3349.71,35,4,3,3,433,Loyal Customers
14972,2011-08-03 14:54:00,2,435.21,128,3,2,1,321,Others
14973,2011-08-24 15:51:00,3,3943.35,107,3,3,4,334,Loyal Customers
14974,2011-11-02 13:01:00,1,343.17,37,4,1,1,411,New Customers
14975,2011-10-13 14:08:00,2,1417.17,57,4,2,2,422,New Customers
14976,2011-10-13 16:37:00,7,2372.58,57,4,4,3,443,Loyal Customers
14977,2009-12-14 10:37:00,1,95.79,726,1,1,1,111,Lost
14978,2011-09-28 13:07:00,10,9426.42,72,3,5,5,355,Loyal Customers
14979,2009-12-04 12:54:00,1,1318.38,735,1,1,2,112,Lost
14980,2009-12-02 14:09:00,1,452.04,737,1,1,1,111,Lost
14981,2011-04-07 13:45:00,2,1118.76,246,2,2,2,222,Lost
14982,2010-05-16 15:52:00,1,713.34,572,1,1,1,111,Lost
14983,2010-01-19 17:32:00,1,549.6,689,1,1,1,111,Lost
14984,2011-11-20 14:28:00,6,3814.23,19,5,4,4,544,Champions
14985,2011-05-25 14:29:00,2,890.25,198,2,2,2,222,Lost
14986,2010-11-28 15:25:00,2,1700.7,376,2,2,2,222,Lost
14987,2011-11-24 09:59:00,8,5141.55,16,5,4,4,544,Champions
14988,2011-05-12 12:05:00,7,6199.8,212,2,4,4,244,At Risk
14989,2010-02-16 10:40:00,1,1027.2,662,1,1,2,112,Lost
14990,2010-04-06 13:54:00,2,916.26,612,1,2,2,122,Lost
14991,2010-10-05 13:01:00,1,944.01,430,1,1,2,112,Lost
14992,2010-09-23 17:48:00,1,631.5,442,1,1,1,111,Lost
14993,2010-05-25 12:47:00,1,108.39,564,1,1,1,111,Lost
14994,2010-11-22 12:59:00,5,2881.89,382,2,4,3,243,At Risk
14995,2011-11-01 11:39:00,2,699.69,39,4,2,1,421,New Customers
14996,2010-08-15 13:44:00,2,1326.87,481,1,2,2,122,Lost
14997,2011-10-24 13:28:00,4,2329.8,46,4,3,3,433,Loyal Customers
14998,2011-06-22 17:30:00,4,2312.19,170,3,3,3,333,Loyal Customers
14999,2010-04-26 10:47:00,1,388.44,593,1,1,1,111,Lost
15000,2011-10-23 11:42:00,1,1471.56,48,4,1,2,412,New Customers
15001,2010-11-10 13:51:00,2,692.58,394,2,2,1,221,Lost
15002,2011-08-16 10:44:00,9,14451.84,116,3,5,5,355,Loyal Customers
15003,2010-08-23 15:44:00,6,3182.1,473,1,4,3,143,At Risk
15004,2011-07-15 14:05:00,1,3738.96,147,3,1,3,313,Others
15005,2011-11-24 12:25:00,56,42318.6,16,5,5,5,555,Champions
15006,2011-10-19 15:08:00,2,2475.42,51,4,2,3,423,New Customers
15007,2011-07-03 16:00:00,1,470.73,159,3,1,1,311,Others
15008,2010-08-16 13:09:00,2,1080.0,480,1,2,2,122,Lost
15009,2011-11-27 13:35:00,3,3785.34,12,5,3,4,534,Loyal Customers
15010,2011-11-04 12:42:00,1,926.82,36,4,1,2,412,New Customers
15011,2010-11-09 11:10:00,2,1249.8,396,2,2,2,222,Lost
15012,2011-10-17 12:22:00,3,2581.86,54,4,3,3,433,Loyal Customers
15013,2010-08-09 12:05:00,10,4923.9,488,1,5,4,154,At Risk
15014,2011-10-27 20:07:00,2,780.51,43,4,2,1,421,New Customers
15015,2010-07-26 13:50:00,13,7095.06,501,1,5,4,154,At Risk
15016,2011-06-20 12:06:00,5,1890.9,173,3,4,3,343,Loyal Customers
15017,2011-11-06 10:33:00,1,376.74,34,4,1,1,411,New Customers
15018,2011-11-01 12:47:00,3,1822.38,39,4,3,2,432,Loyal Customers
15019,2011-03-18 12:35:00,1,798.0,267,2,1,1,211,Lost
15020,2010-11-25 13:29:00,1,610.26,379,2,1,1,211,Lost
15021,2011-12-01 11:53:00,12,8351.49,9,5,5,4,554,Champions
15022,2011-11-28 12:35:00,5,3558.27,12,5,4,3,543,Loyal Customers
15023,2011-12-06 17:23:00,20,36512.04,3,5,5,5,555,Champions
15024,2011-11-30 12:06:00,16,12226.53,10,5,5,5,555,Champions
15025,2011-11-06 15:20:00,2,3039.27,33,4,2,3,423,New Customers
15026,2011-09-20 13:52:00,5,3184.83,80,3,4,3,343,Loyal Customers
15027,2011-11-09 10:16:00,10,9586.8,31,4,5,5,455,Champions
15028,2011-12-01 14:06:00,6,3473.13,8,5,4,3,543,Loyal Customers
15029,2010-03-30 12:16:00,1,1095.3,620,1,1,2,112,Lost
15030,2011-09-29 10:50:00,8,5939.73,72,3,4,4,344,Loyal Customers
15031,2011-12-05 14:19:00,14,9469.74,4,5,5,5,555,Champions
15032,2011-03-28 15:03:00,8,41341.95,256,2,4,5,245,At Risk
15033,2011-12-05 12:40:00,10,7760.01,5,5,5,4,554,Champions
15034,2011-11-24 12:11:00,14,24940.2,16,5,5,5,555,Champions
15035,2011-09-11 11:08:00,1,758.19,90,3,1,1,311,Others
15036,2011-09-28 15:42:00,3,1396.65,72,3,3,2,332,Loyal Customers
15037,2010-11-28 13:05:00,2,1207.53,376,2,2,2,222,Lost
15038,2011-10-12 11:33:00,9,3929.58,59,4,5,4,454,Champions
15039,2011-11-30 11:31:00,93,120094.29,10,5,5,5,555,Champions
15040,2010-06-16 11:40:00,1,22.47,542,1,1,1,111,Lost
15041,2011-06-22 16:16:00,2,882.06,170,3,2,2,322,Others
15042,2011-05-24 16:25:00,2,946.35,199,2,2,2,222,Lost
15043,2011-11-08 14:26:00,6,8621.4,31,4,4,4,444,Champions
15044,2011-11-20 13:20:00,35,48612.99,19,5,5,5,555,Champions
15045,2011-07-11 11:33:00,2,2206.98,152,3,2,3,323,Others
15046,2011-11-30 15:50:00,25,23437.17,9,5,5,5,555,Champions
15047,2011-03-15 10:49:00,1,1030.86,270,2,1,2,212,Lost
15048,2011-10-05 14:55:00,4,1448.25,65,3,3,2,332,Loyal Customers
15049,2011-03-11 12:13:00,1,363.51,274,2,1,1,211,Lost
15050,2011-11-14 16:17:00,5,12581.37,25,4,4,5,445,Champions
15051,2011-11-16 15:38:00,9,11805.48,23,4,5,5,455,Champions
15052,2011-01-24 15:52:00,1,647.34,319,2,1,1,211,Lost
15053,2011-12-05 12:08:00,3,2093.37,5,5,3,3,533,Loyal Customers
15054,2011-11-27 15:02:00,2,906.3,12,5,2,2,522,New Customers
15055,2010-08-22 11:06:00,3,1680.21,475,1,3,2,132,Others
15056,2010-07-07 15:58:00,1,400.35,520,1,1,1,111,Lost
15057,2011-03-09 15:17:00,5,9767.88,275,2,4,5,245,At Risk
15058,2011-11-14 14:57:00,16,10230.09,25,4,5,5,455,Champions
15059,2011-10-30 11:35:00,19,10570.71,41,4,5,5,455,Champions
15060,2011-12-01 13:47:00,4,909.27,8,5,3,2,532,Loyal Customers
15061,2011-12-06 12:06:00,127,413455.56,4,5,5,5,555,Champions
15062,2011-09-29 16:51:00,8,7756.86,71,3,4,4,344,Loyal Customers
15063,2011-05-10 13:25:00,1,1112.4,213,2,1,2,212,Lost
15064,2010-10-25 14:32:00,4,3763.23,410,2,3,4,234,At Risk
15065,2011-11-02 09:45:00,5,9980.58,38,4,4,5,445,Champions
15066,2011-10-17 13:25:00,1,2680.77,53,4,1,3,413,New Customers
15067,2011-09-22 13:20:00,5,11633.64,78,3,4,5,345,Loyal Customers
15068,2011-10-24 14:47:00,4,3530.55,46,4,3,3,433,Loyal Customers
15069,2011-06-13 14:16:00,1,3328.59,179,3,1,3,313,Others
15070,2010-12-02 11:23:00,3,2529.75,373,2,3,3,233,At Risk
15071,2011-09-07 11:43:00,4,4366.68,94,3,3,4,334,Loyal Customers
15072,2010-08-17 15:46:00,1,562.56,479,1,1,1,111,Lost
15073,2011-11-30 10:44:00,8,8364.06,10,5,4,4,544,Champions
15074,2011-08-26 14:45:00,3,4698.99,105,3,3,4,334,Loyal Customers
15075,2011-09-23 12:27:00,1,2319.09,78,3,1,3,313,Others
15076,2011-06-20 08:23:00,3,4343.22,173,3,3,4,334,Loyal Customers
15077,2010-08-02 11:13:00,2,7284.24,495,1,2,4,124,Lost
15078,2011-12-02 15:41:00,53,53285.64,7,5,5,5,555,Champions
15079,2011-05-11 12:45:00,11,11302.05,213,2,5,5,255,At Risk
15080,2010-10-08 11:52:00,2,1638.75,428,1,2,2,122,Lost
15081,2011-11-17 17:08:00,12,5897.16,22,4,5,4,454,Champions
15082,2010-02-09 10:23:00,1,280.05,669,1,1,1,111,Lost
15083,2011-03-28 12:18:00,1,264.6,257,2,1,1,211,Lost
15084,2010-11-25 11:58:00,2,2895.6,380,2,2,3,223,Lost
15085,2009-12-10 11:47:00,1,1042.62,730,1,1,2,112,Lost
15086,2010-05-24 12:27:00,2,655.59,565,1,2,1,121,Lost
15087,2011-03-03 10:34:00,1,920.82,282,2,1,2,212,Lost
15088,2011-11-18 13:14:00,2,3480.21,21,4,2,3,423,New Customers
15089,2011-11-29 16:31:00,6,7262.52,10,5,4,4,544,Champions
15090,2011-02-04 14:03:00,1,1143.96,308,2,1,2,212,Lost
15091,2011-10-03 12:47:00,3,3139.83,68,3,3,3,333,Loyal Customers
15092,2011-05-08 14:10:00,3,2329.38,215,2,3,3,233,At Risk
15093,2011-11-21 13:09:00,23,42978.33,18,5,5,5,555,Champions
15094,2010-09-02 16:55:00,2,249.0,463,1,2,1,121,Lost
15095,2011-08-28 12:01:00,10,9424.92,104,3,5,5,355,Loyal Customers
15096,2011-10-28 10:27:00,1,658.17,43,4,1,1,411,New Customers
15097,2011-12-05 14:03:00,3,2725.05,4,5,3,3,533,Loyal Customers
15098,2011-06-10 15:33:00,3,119749.5,182,3,3,5,335,Loyal Customers
15099,2011-09-16 13:13:00,1,1231.44,84,3,1,2,312,Others
15100,2011-01-10 10:35:00,7,8684.1,334,2,4,4,244,At Risk
15101,2011-12-01 10:18:00,6,4433.82,9,5,4,4,544,Champions
15102,2010-06-27 12:16:00,2,1664.01,531,1,2,2,122,Lost
15103,2011-11-08 14:53:00,2,2110.08,31,4,2,3,423,New Customers
15104,2011-05-27 12:29:00,2,3082.32,197,2,2,3,223,Lost
15105,2011-11-21 16:54:00,9,9284.73,18,5,5,5,555,Champions
15106,2011-11-22 09:16:00,5,4267.56,18,5,4,4,544,Champions
15107,2011-02-01 14:46:00,9,2821.05,311,2,5,3,253,At Risk
15108,2011-07-21 10:24:00,4,3900.75,142,3,3,4,334,Loyal Customers
15109,2011-04-08 09:58:00,3,2949.3,246,2,3,3,233,At Risk
15110,2011-11-16 11:16:00,6,4517.55,24,4,4,4,444,Champions
15111,2011-11-10 16:58:00,5,8192.61,29,4,4,4,444,Champions
15112,2010-04-07 14:17:00,1,628.2,611,1,1,1,111,Lost
15113,2011-11-30 08:23:00,3,10827.99,10,5,3,5,535,Loyal Customers
15114,2011-11-09 15:05:00,12,10200.36,30,4,5,5,455,Champions
15115,2011-11-21 14:59:00,2,1595.55,18,5,2,2,522,New Customers
15116,2011-11-22 12:25:00,4,4058.25,18,5,3,4,534,Loyal Customers
15117,2011-11-25 08:12:00,8,7457.91,15,5,4,4,544,Champions
15118,2011-07-28 14:54:00,1,734.4,134,3,1,1,311,Others
15119,2011-04-08 09:08:00,1,799.2,246,2,1,1,211,Lost
15120,2011-07-29 09:48:00,1,1076.46,134,3,1,2,312,Others
15121,2011-10-20 14:51:00,2,1373.16,50,4,2,2,422,New Customers
15122,2011-08-17 16:48:00,11,13492.41,114,3,5,5,355,Loyal Customers
15123,2011-12-02 13:12:00,5,13968.51,7,5,4,5,545,Champions
15124,2011-11-17 10:09:00,4,1352.46,23,4,3,2,432,Loyal Customers
15125,2011-11-14 13:57:00,24,51074.61,25,4,5,5,455,Champions
15126,2010-06-21 12:31:00,2,1348.47,537,1,2,2,122,Lost
15127,2011-10-05 10:30:00,2,2134.5,66,3,2,3,323,Others
15128,2011-10-10 13:54:00,5,5351.04,60,3,4,4,344,Loyal Customers
15129,2011-10-20 14:40:00,23,20580.54,50,4,5,5,455,Champions
15130,2011-06-23 10:15:00,1,990.33,170,3,1,2,312,Others
15131,2010-11-10 12:07:00,1,240.84,395,2,1,1,211,Lost
15132,2011-11-21 17:10:00,5,2933.79,18,5,4,3,543,Loyal Customers
15133,2011-08-04 10:44:00,5,5420.7,128,3,4,4,344,Loyal Customers
15134,2011-11-25 08:55:00,10,4788.87,15,5,5,4,554,Champions
15135,2011-04-14 19:16:00,2,917.04,239,2,2,2,222,Lost
15136,2011-12-07 12:26:00,4,3860.1,3,5,3,4,534,Loyal Customers
15137,2010-07-07 09:41:00,2,2470.2,521,1,2,3,123,Lost
15138,2010-11-11 09:16:00,1,1507.56,394,2,1,2,212,Lost
15139,2011-04-14 11:39:00,2,536.88,240,2,2,1,221,Lost
15140,2011-10-18 14:07:00,8,9731.07,52,4,4,5,445,Champions
15141,2010-09-08 11:33:00,7,4165.41,458,1,4,4,144,At Risk
15142,2011-10-24 12:51:00,6,7859.76,46,4,4,4,444,Champions
15143,2011-04-28 12:03:00,2,1690.89,226,2,2,2,222,Lost
15144,2011-12-01 15:12:00,29,36480.93,8,5,5,5,555,Champions
15145,2011-12-05 17:21:00,4,3584.19,4,5,3,3,533,Loyal Customers
15146,2011-06-28 12:09:00,2,3981.48,165,3,2,4,324,Others
15147,2011-04-13 15:57:00,1,1870.5,240,2,1,3,213,Lost
15148,2011-11-29 08:21:00,1,903.87,11,5,1,2,512,New Customers
15149,2011-07-29 10:58:00,5,4663.83,134,3,4,4,344,Loyal Customers
15150,2011-11-22 12:52:00,13,27003.24,17,5,5,5,555,Champions
15151,2010-10-12 16:37:00,2,6256.83,423,1,2,4,124,Lost
15152,2011-11-30 12:32:00,14,15791.49,10,5,5,5,555,Champions
15153,2011-11-08 17:09:00,1,987.75,31,4,1,2,412,New Customers
15154,2011-09-25 16:05:00,3,4165.23,75,3,3,4,334,Loyal Customers
15155,2010-11-21 12:59:00,1,1151.91,383,2,1,2,212,Lost
15156,2011-12-08 18:22:00,3,2884.47,1,5,3,3,533,Loyal Customers
15157,2011-12-06 11:28:00,5,7962.33,4,5,4,4,544,Champions
15158,2011-10-25 13:53:00,2,1818.06,45,4,2,2,422,New Customers
15159,2011-12-08 12:05:00,34,66350.19,2,5,5,5,555,Champions
15160,2010-12-17 14:15:00,4,1767.81,357,2,3,2,232,Others
15161,2010-11-16 16:08:00,1,359.76,388,2,1,1,211,Lost
15162,2009-12-08 13:14:00,1,938.7,731,1,1,2,112,Lost
15163,2011-11-21 13:10:00,2,913.41,18,5,2,2,522,New Customers
15164,2011-10-02 12:05:00,9,6206.76,69,3,5,4,354,Loyal Customers
15165,2010-12-01 14:03:00,1,2926.5,373,2,1,3,213,Lost
15166,2010-08-29 12:31:00,1,501.48,468,1,1,1,111,Lost
15167,2011-01-23 12:41:00,5,4979.01,321,2,4,4,244,At Risk
15168,2011-11-14 11:26:00,1,319.68,26,4,1,1,411,New Customers
15169,2010-11-22 13:04:00,2,1707.66,382,2,2,2,222,Lost
15170,2010-10-29 10:34:00,1,243.45,407,2,1,1,211,Lost
15171,2011-01-12 15:36:00,1,3868.5,331,2,1,4,214,Lost
15172,2011-12-01 11:51:00,5,4872.15,9,5,4,4,544,Champions
15173,2010-11-24 10:21:00,7,4483.8,381,2,4,4,244,At Risk
15174,2011-01-21 09:06:00,2,1444.38,323,2,2,2,222,Lost
15175,2011-09-29 11:31:00,1,672.42,72,3,1,1,311,Others
15176,2010-02-10 10:36:00,1,2964.12,668,1,1,3,113,Lost
15177,2010-10-10 12:48:00,1,2846.79,426,1,1,3,113,Lost
15178,2011-03-24 15:12:00,1,121.5,260,2,1,1,211,Lost
15179,2011-11-21 12:53:00,13,22475.76,18,5,5,5,555,Champions
15180,2010-12-07 14:57:00,3,2713.29,367,2,3,3,233,At Risk
15181,2011-10-04 13:58:00,5,3600.6,66,3,4,3,343,Loyal Customers
15182,2011-07-08 13:37:00,11,8996.85,154,3,5,5,355,Loyal Customers
15183,2010-06-10 10:43:00,3,1919.79,548,1,3,3,133,At Risk
15184,2011-11-10 13:41:00,4,2069.85,29,4,3,3,433,Loyal Customers
15185,2011-09-30 14:06:00,1,931.86,70,3,1,2,312,Others
15186,2011-11-25 14:58:00,5,4209.6,14,5,4,4,544,Champions
15187,2011-12-08 11:56:00,16,14331.54,2,5,5,5,555,Champions
15188,2009-12-14 13:30:00,1,931.29,725,1,1,2,112,Lost
15189,2011-12-08 13:22:00,46,52573.14,1,5,5,5,555,Champions
15190,2010-10-01 13:09:00,1,2503.32,434,1,1,3,113,Lost
15191,2010-09-02 15:37:00,3,1764.15,463,1,3,2,132,Others
15192,2011-08-12 11:41:00,5,5944.17,120,3,4,4,344,Loyal Customers
15193,2011-10-10 08:23:00,1,1497.96,61,3,1,2,312,Others
15194,2011-12-06 15:10:00,28,37283.07,3,5,5,5,555,Champions
15195,2011-12-07 12:20:00,1,11583.0,3,5,1,5,515,New Customers
15196,2010-10-03 10:50:00,2,948.75,433,1,2,2,122,Lost
15197,2011-11-29 10:00:00,6,5632.53,11,5,4,4,544,Champions
15198,2011-09-08 14:42:00,5,1714.05,92,3,4,2,342,Loyal Customers
15199,2011-10-11 15:12:00,10,9367.2,59,4,5,5,455,Champions
15200,2010-08-02 09:38:00,1,1647.15,495,1,1,2,112,Lost
15201,2011-09-13 14:53:00,7,5528.85,87,3,4,4,344,Loyal Customers
15202,2010-10-15 13:05:00,3,18004.47,420,1,3,5,135,At Risk
15203,2011-11-14 08:16:00,15,13200.54,26,4,5,5,455,Champions
15204,2010-12-17 13:49:00,1,949.74,357,2,1,2,212,Lost
15205,2011-09-15 19:36:00,2,1959.72,85,3,2,3,323,Others
15206,2011-11-29 13:41:00,4,1260.9,10,5,3,2,532,Loyal Customers
15207,2010-10-19 13:29:00,3,2051.76,416,1,3,3,133,At Risk
15208,2011-12-08 17:24:00,6,2911.56,1,5,4,3,543,Loyal Customers
15209,2009-12-09 17:26:00,1,536.94,730,1,1,1,111,Lost
15210,2011-04-28 16:11:00,3,3528.57,225,2,3,3,233,At Risk
15211,2011-10-10 13:31:00,2,3832.44,60,3,2,4,324,Others
15212,2011-04-12 13:45:00,2,624.84,241,2,2,1,221,Lost
15213,2011-01-25 12:21:00,2,985.05,319,2,2,2,222,Lost
15214,2011-12-08 12:07:00,8,4984.32,2,5,4,4,544,Champions
15215,2011-10-24 11:41:00,7,7267.29,47,4,4,4,444,Champions
15216,2011-09-13 11:41:00,2,1458.27,88,3,2,2,322,Others
15217,2010-05-25 13:51:00,1,1278.72,563,1,1,2,112,Lost
15218,2011-11-29 11:48:00,22,34549.71,11,5,5,5,555,Champions
15219,2011-06-16 16:57:00,2,2056.35,176,3,2,3,323,Others
15220,2011-10-19 12:39:00,6,5336.88,52,4,4,4,444,Champions
15221,2010-12-08 13:08:00,4,7396.35,366,2,3,4,234,At Risk
15222,2011-01-25 08:03:00,11,10652.73,319,2,5,5,255,At Risk
15223,2011-04-28 11:31:00,5,4253.85,226,2,4,4,244,At Risk
15224,2010-12-16 15:02:00,5,2614.08,358,2,4,3,243,At Risk
15225,2011-04-19 14:51:00,1,1228.2,234,2,1,2,212,Lost
15226,2011-02-02 11:41:00,1,463.23,311,2,1,1,211,Lost
15227,2011-11-03 11:59:00,9,7465.47,37,4,5,4,454,Champions
15228,2011-10-04 13:56:00,6,16740.81,66,3,4,5,345,Loyal Customers
15229,2010-05-02 13:50:00,1,481.5,586,1,1,1,111,Lost
15230,2011-04-14 14:39:00,2,1288.8,239,2,2,2,222,Lost
15231,2010-03-28 15:12:00,1,750.78,621,1,1,1,111,Lost
15232,2011-08-18 16:27:00,2,1836.18,113,3,2,2,322,Others
15233,2010-11-03 13:36:00,1,178.2,401,2,1,1,211,Lost
15234,2011-03-08 08:53:00,1,591.0,277,2,1,1,211,Lost
15235,2011-05-06 09:44:00,16,8813.43,218,2,5,4,254,At Risk
15236,2011-02-14 10:52:00,1,963.15,299,2,1,2,212,Lost
15237,2011-12-08 09:46:00,4,4236.96,2,5,3,4,534,Loyal Customers
15238,2011-11-10 14:28:00,3,3215.97,29,4,3,3,433,Loyal Customers
15239,2011-11-29 14:14:00,2,2341.77,10,5,2,3,523,New Customers
15240,2011-10-26 09:50:00,12,13379.94,45,4,5,5,455,Champions
15241,2011-10-04 09:05:00,11,9150.48,67,3,5,5,355,Loyal Customers
15242,2010-10-13 15:33:00,1,906.12,422,1,1,2,112,Lost
15243,2011-09-26 14:12:00,2,2781.84,74,3,2,3,323,Others
15244,2011-10-05 13:19:00,3,2736.24,65,3,3,3,333,Loyal Customers
15245,2011-07-28 18:56:00,8,13832.52,134,3,4,5,345,Loyal Customers
15246,2011-04-15 14:45:00,3,2341.2,238,2,3,3,233,At Risk
15247,2011-08-09 12:52:00,3,2928.18,122,3,3,3,333,Loyal Customers
15248,2010-10-24 13:09:00,3,5681.79,411,2,3,4,234,At Risk
15249,2011-11-08 11:45:00,18,27798.0,32,4,5,5,455,Champions
15250,2010-03-09 07:35:00,1,180.0,641,1,1,1,111,Lost
15251,2011-11-30 15:02:00,21,60973.62,9,5,5,5,555,Champions
15252,2011-11-03 13:30:00,5,6310.23,36,4,4,4,444,Champions
15253,2011-11-23 16:22:00,8,6165.27,16,5,4,4,544,Champions
15254,2011-08-04 15:04:00,3,3265.05,127,3,3,3,333,Loyal Customers
15255,2011-10-04 12:43:00,9,11188.26,67,3,5,5,355,Loyal Customers
15256,2011-07-14 11:47:00,2,511.2,149,3,2,1,321,Others
15257,2011-03-01 12:58:00,2,2057.7,283,2,2,3,223,Lost
15258,2011-06-24 12:30:00,2,1869.48,169,3,2,3,323,Others
15259,2010-07-15 08:47:00,4,3547.14,513,1,3,3,133,At Risk
15260,2011-08-31 13:55:00,25,27564.69,100,3,5,5,355,Loyal Customers
15261,2011-07-27 15:20:00,4,4524.0,135,3,3,4,334,Loyal Customers
15262,2011-01-20 12:16:00,3,1256.46,324,2,3,2,232,Others
15263,2011-08-25 10:26:00,1,469.53,107,3,1,1,311,Others
15264,2011-10-06 13:49:00,2,2545.2,64,3,2,3,323,Others
15265,2011-07-11 14:46:00,4,10036.92,151,3,3,5,335,Loyal Customers
15266,2011-01-05 13:40:00,5,2556.63,338,2,4,3,243,At Risk
15267,2011-11-17 15:59:00,5,5152.08,22,4,4,4,444,Champions
15268,2010-08-18 10:33:00,3,2885.7,479,1,3,3,133,At Risk
15269,2011-11-16 09:32:00,3,3676.08,24,4,3,3,433,Loyal Customers
15270,2011-11-24 09:24:00,21,25574.58,16,5,5,5,555,Champions
15271,2011-12-02 14:11:00,24,14128.62,7,5,5,5,555,Champions
15272,2011-10-13 12:59:00,6,6256.44,57,4,4,4,444,Champions
15273,2010-04-19 11:31:00,1,686.88,600,1,1,1,111,Lost
15274,2011-12-05 16:57:00,2,2149.71,4,5,2,3,523,New Customers
15275,2011-11-02 11:20:00,1,1845.42,38,4,1,2,412,New Customers
15276,2011-10-04 16:39:00,4,1948.59,66,3,3,3,333,Loyal Customers
15277,2011-10-24 10:08:00,2,1429.02,47,4,2,2,422,New Customers
